position,title
Q18711738,member of the Argentine Chamber of Senators
Q18229570,member of the Argentine Chamber of Deputies
Q59853206,senator of the province of Buenos Aires
Q59853204,deputy of the province of Buenos Aires
Q41794659,legislator of the City of Buenos Aires
Q59853213,legislator of the province of Córdoba
Q59853269,legislator of the province of Río Negro
Q59853271,deputy of the province of Salta
Q59853298,senator of the province of Santa Fe
Q59853295,deputy of the province of Santa Fe
Q28018951,Member of the Chamber of Deputies of Santa Fe
Q47011801,legislator in the province of La Rioja
Q59853234,deputy of the province of Chubut
