wdid,name,wdLabel,gender,dob,dobPrecision,source,sourceDate,pid,position,start,psid
Q105969717,Dr. Martín Ignacio SORIA,Martín Soria,male,1975-12-15,11,https://mapadelestado.jefatura.gob.ar/index.php,2021-09-15,Q28503295,Ministerio de Justicia y Derechos Humanos,2021-03-29,Q105969717-a87eaa51-4c0d-1afc-dbbb-633539c49b44
Q106674728,Sr. Alexis Raúl GUERRERA,Alexis Guerrera,male,1971-02-02,11,https://mapadelestado.jefatura.gob.ar/index.php,2021-09-15,Q108550600,Ministerio de Transporte,2021-05-03,Q106674728-538C35FB-5594-4B38-877D-054403BFFED4
Q108578670,Lic. Jaime PERCZYK,Jaime Perczyk,male,1964-01-01,9,https://mapadelestado.jefatura.gob.ar/index.php,2021-09-30,Q28149889,Ministerio de Educación,2021-09-20,Q108578670-987C3D92-8F1A-4155-A2E4-9F3BF07E3639
Q1162679,Sr. Daniel Osvaldo SCIOLI,Daniel Scioli,male,1957-01-13,11,https://mapadelestado.jefatura.gob.ar/index.php,2022-06-26,Q28146983,Ministerio de Desarrollo Productivo,2022-06-04,Q1162679-731be7dd-462a-3a1c-a144-1e72a81cec3a
Q12164058,Dr. Eduardo Enrique DE PEDRO,Eduardo de Pedro,male,1976-11-11,11,https://mapadelestado.jefatura.gob.ar/index.php,2021-09-15,Q108550461,Ministerio del Interior,2019-12-10,Q12164058-3e2309e3-4c0f-8d9b-c2bc-97be16b0b73f
Q17635667,Sr. Juan Horacio ZABALETA,Juan Zabaleta,male,1967-04-29,11,https://mapadelestado.jefatura.gob.ar/index.php,2021-09-15,Q108550607,Ministerio de Desarrollo Social,2021-08-10,Q17635667-DC238605-8D9F-4C43-B001-5D6494618143
Q2454290,Prof. Tristán BAUER,Tristán Bauer,male,1959-06-22,11,https://mapadelestado.jefatura.gob.ar/index.php,2021-09-15,Q108550593,Ministerio de Cultura,2019-12-10,Q2454290-6524C72C-AE67-417E-86B0-CC39E5E1D7E1
Q2642828,Dr. Alberto Ángel FERNÁNDEZ,Alberto Fernández,male,1959-04-02,11,https://mapadelestado.jefatura.gob.ar/index.php,2021-09-15,Q12969145,Presidencia de la Nación,2019-12-10,Q2642828-cd35cf43-4f87-5a3c-8bbd-e6dd90133e8e
Q2844048,Dr. Gabriel Nicolás KATOPODIS,Gabriel Katopodis,male,1967-03-06,11,https://mapadelestado.jefatura.gob.ar/index.php,2021-09-15,Q108550488,Ministerio de Obras Públicas,2019-12-10,Q2844048-2F03B34B-36D9-426A-BC3A-1345B73008CE
Q2857937,Cdor. y Dr. Aníbal Domingo FERNÁNDEZ,Aníbal Fernández,male,1957-01-09,11,https://mapadelestado.jefatura.gob.ar/index.php,2021-09-30,Q41585603,Ministerio de Seguridad,2021-09-20,Q2857937-4B1262EE-47A2-4BB7-9301-34FAD855BA95
