item,name,party,partyLabel,region,regionLabel,startDate,endDate,psid
Q111478752,Florencia Lampreabe,,,Q44754,Provincia de Buenos Aires,2019-12-10,,Q111478752-CF278471-3FA9-4E37-A5A0-7050248F92F8
Q111478754,Francisco Sánchez,,,Q44800,Provincia de Neuquén,2019-12-10,,Q111478754-C267370E-8300-4256-BBAD-A1C9913AD8FC
Q111478756,Gabriela Mabel Lena,,,Q44762,Provincia de Entre Ríos,2019-12-10,,Q111478756-16751BCA-0F9A-4A2C-A991-1E25D5CAAA02
Q111478757,Gerardo Cipolini,,,Q44757,Provincia del Chaco,2019-12-10,,Q111478757-6140283F-68C5-458D-B329-B50818ABFB6B
Q111478759,Germán Pedro Martínez,,,Q44823,Provincia de Santa Fe,2019-12-10,,Q111478759-E9381E35-AABF-42CB-9E30-22DFFF8936E1
Q111478761,Guillermo Oscar Carnaghi,,,Q44800,Provincia de Neuquén,2020-09-24,,Q111478761-24B33A9B-A602-4DEB-8112-D6C0EEF9A76C
Q111478763,Hernán Pérez Araujo,,,Q44795,Provincia de La Pampa,2019-12-10,,Q111478763-76B67445-2181-408E-964A-0BB8B6BE82BD
Q111478765,Héctor Orlando Bárbaro,,,Q44798,Provincia de Misiones,2019-12-10,,Q111478765-82E935A9-5007-4D2F-A234-D4B954F48DF1
Q111478768,Ingrid Jetter,,,Q44758,Provincia de Corrientes,2019-12-10,,Q111478768-C1785779-1918-4B5C-B55E-3AB00118DB1C
Q111478770,Jimena Hebe Latorre,,,Q44797,Provincia de Mendoza,2019-12-10,,Q111478770-DE4BBF5C-B056-4586-B74E-548D186C7D46
Q111478772,Jorge Guillermo Verón,,,Q44821,Provincia de Santa Cruz,2021-02-12,,Q111478772-02EAF2C4-B1D0-415B-9D59-755FE6478D05
Q111478774,Jorge Raúl Rizzotti,,,Q44764,Provincia de Jujuy,2019-12-10,,Q111478774-C8315B84-EB16-4DE2-B882-5DAFEE8EBDEF
Q111478775,Jorge Vara,,,Q44758,Provincia de Corrientes,2019-12-10,,Q111478775-35CB4B51-0558-4C51-95D1-534284D80CC7
Q111478777,Juan Martín,,,Q44823,Provincia de Santa Fe,2019-12-10,,Q111478777-C1E33B8D-0598-41C8-9B16-9FB55EF1BFAD
Q111478779,Laura Carolina Castets,,,Q44823,Provincia de Santa Fe,2019-12-10,,Q111478779-412470A2-B24F-4F54-A408-109D5BD67023
Q111478781,Lidia Inés Ascárate,,,Q44829,Provincia de Tucumán,2019-12-10,,Q111478781-052B22CD-6C04-49FF-813E-1EA1609D2FEF
Q111478782,Lisandro Bormioli,,,Q44754,Provincia de Buenos Aires,2020-05-13,,Q111478782-33BC09C5-F584-4087-8F57-4937DC2D1423
Q111478786,Mariana Stilman,,,Q44754,Provincia de Buenos Aires,2019-12-10,,Q111478786-EBF459EB-3899-4F97-8966-9FD62E089ABE
Q111478788,Mario Alberto Leito,,,Q44829,Provincia de Tucumán,2019-12-10,,Q111478788-47751DB3-36FC-4AF3-9709-59A5E3989F10
Q111478789,Marisa Lourdes Uceda,,,Q44797,Provincia de Mendoza,2019-12-10,,Q111478789-B8C6BFA1-5E48-422F-B045-0EEA28A46047
Q111478791,María Graciela Parola,,,Q44761,Provincia de Formosa,2019-12-10,,Q111478791-7F0ED952-BD4C-499B-A111-025156E122CA
Q111478793,María Jimena López,,,Q44754,Provincia de Buenos Aires,2019-12-19,,Q111478793-9291638E-CFC2-4B71-BD5D-1E3E5EFE3929
Q111478794,María de las Mercedes Joury,,,Q44754,Provincia de Buenos Aires,2019-12-10,,Q111478794-88D1AAF2-8EE3-456F-A718-655DDE65685B
Q111478795,Mónica Edith Frade,,,Q44754,Provincia de Buenos Aires,2019-12-10,,Q111478795-D522842A-AEE0-40E1-A2FF-2365F4F27A13
Q111478796,Nelly Ramona Daldovo,,,Q44761,Provincia de Formosa,2019-12-19,,Q111478796-13C9D2AF-F705-4BE8-A1E9-3BA91499EBA0
Q111478797,Pedro Cristian Dantas,,,Q44802,Provincia de Río Negro,2021-03-27,,Q111478797-E83A5B1E-62C3-47D6-A920-7BFABA6B31A2
Q111478798,Raúl Sebastián García De Luca,,,Q44754,Provincia de Buenos Aires,2019-12-10,,Q111478798-FE701528-5D19-4E01-9495-75596211A15F
Q111478800,Rubén Horacio Manzi,,,Q44756,Provincia de Catamarca,2019-12-10,,Q111478800-739D1AA7-A40F-4516-BCDD-258C4C27CBF5
Q111478801,Sebastián Nicolás Salvador,,,Q44754,Provincia de Buenos Aires,2019-12-10,,Q111478801-C4982051-4C70-4CCD-A921-D31AAC3F795C
Q111478802,Víctor Hugo Romero,,,Q44759,Provincia de Córdoba,2019-12-10,,Q111478802-9408EDF3-439F-43C1-B0EA-667FCFF4F2B8
Q111478803,Ximena García,,,Q44823,Provincia de Santa Fe,2019-12-10,,Q111478803-7E0E3B33-C060-491A-BF40-6772CFB8DE0D
Q111481637,Agustina Lucrecia Propato,,,Q44754,Provincia de Buenos Aires,2021-12-10,,Q111481637-73A888AD-C618-494D-9FA3-A1AB496D2FD4
Q111481638,Agustín Domingo,,,Q44802,Provincia de Río Negro,2021-12-10,,Q111481638-87DD8799-8495-4D56-B264-EA8CDDC4EDBB
Q111481639,Agustín Fernández,,,Q44829,Provincia de Tucumán,2021-12-10,,Q111481639-B0A6180C-FBC5-4405-A275-7D8E77B680FD
Q111481640,Ana Clara Romero,,,Q45007,Provincia del Chubut,2021-12-10,,Q111481640-C25E2A28-C381-4416-B5FA-D91345DAC15F
Q111481641,Anahí Costa,,,Q44756,Provincia de Catamarca,2021-12-16,,Q111481641-447E8F70-64AA-42EF-97A9-9F3F54882536
Q111481643,Aníbal Tortoriello,,,Q44802,Provincia de Río Negro,2021-12-10,,Q111481643-8BD9A4AD-A47E-4762-9065-DBF6B385546C
Q111481644,Brenda Vargas Matyi,,,Q44754,Provincia de Buenos Aires,2021-12-10,,Q111481644-E7031C4E-6100-4F09-AE8E-96640F319315
Q111481645,Claudio Orlando Vidal,,,Q44821,Provincia de Santa Cruz,2021-12-10,,Q111481645-A79B1D1C-2F5D-42FF-9DC9-DFE6324BE41F
Q111481646,Danya Tavela,,,Q44754,Provincia de Buenos Aires,2021-12-10,,Q111481646-6B7C3BD7-266E-4ED1-87C5-0041F311F60C
Q111481647,Eber Albano Pérez Plaza,,,Q44797,Provincia de Mendoza,2021-03-27,,Q111481647-B664B980-8810-4854-BE7F-B80FBCD9DCDE
Q111481648,Fabián Antonio Borda,,,Q44758,Provincia de Corrientes,2021-12-16,,Q111481648-AC606384-AF04-4F5C-AC2E-F997C177573E
Q111481649,Fernando Carbajal,,,Q44761,Provincia de Formosa,2021-12-10,,Q111481649-2F33B808-F55F-4EFA-B766-91768CB2BB62
Q111481650,Florencia Naiara Klipauka Lewtak,,,Q44798,Provincia de Misiones,2021-12-10,,Q111481650-BB912974-4FE8-46C1-84B1-599E14913590
Q111481651,Francisco Manuel Monti,,,Q44756,Provincia de Catamarca,2021-12-10,,Q111481651-0EC0D988-D5A9-4738-9430-E25A942492A3
Q111481652,Gabriel Felipe Chumpitaz,,,Q44823,Provincia de Santa Fe,2021-12-10,,Q111481652-199CF94A-371A-428B-8155-5D3816AECCEB
Q111481653,Gabriela Gisel Besana,,,Q44754,Provincia de Buenos Aires,2021-12-10,,Q111481653-4C66C0C0-FD35-4745-ACC4-FD16A9D6F16F
Q111481654,Gabriela Pedrali,,,Q44796,Provincia de La Rioja,2021-12-10,,Q111481654-DC3FA760-4086-4C93-8A0B-B6581FC128D8
Q111481655,Germana María Figueroa Casas,,,Q44823,Provincia de Santa Fe,2021-12-10,,Q111481655-397FCB31-558B-43BA-B2D9-FD643450159E
Q111481656,Gustavo Bouhid,,,Q44764,Provincia de Jujuy,2021-12-10,,Q111481656-B9C3A718-8EA4-4A4D-B6EF-EEB090CDD302
Q111481657,Gustavo Carlos Miguel González,,,Q44821,Provincia de Santa Cruz,2021-12-16,,Q111481657-E0D41E68-52DE-4BD0-A46F-1C8D25640D13
Q111481658,Ignacio Jorge García Aresca,,,Q44759,Provincia de Córdoba,2021-12-10,,Q111481658-E2AA30DF-4A4D-4508-98B0-B2E0249FCA88
Q111481660,Jorge Ricardo Herrera,,,Q44796,Provincia de La Rioja,2021-12-10,,Q111481660-20BB299C-6D42-4644-92CF-9A422ECE650E
Q111481661,Juan Carlos Polini,,,Q44757,Provincia del Chaco,2021-12-10,,Q111481661-BD6BA9AD-7965-40E5-9BF6-DA903683294A
Q111481662,Karina Ethel Bachey,,,Q44818,Provincia de San Luis,2021-12-10,,Q111481662-00725204-6AC9-4F45-8DC5-4FCE55541F05
Q111481663,Lisandro Nieri,,,Q44797,Provincia de Mendoza,2021-12-16,,Q111481663-7145B61C-9E18-4F42-9DA5-3029909B4037
Q111481664,Lucio Yapor,,,Q44754,Provincia de Buenos Aires,2021-10-26,,Q111481664-CE2417D9-4135-4CFA-9DB2-FEC09D2E2ABF
Q111481665,Magalí Mastaler,,,Q44823,Provincia de Santa Fe,2021-12-10,,Q111481665-396EE840-CC6F-45F4-8211-D42155D748C3
Q111481666,Manuel Ignacio Aguirre,,,Q44758,Provincia de Corrientes,2021-12-10,,Q111481666-2E3EB179-84D6-435B-88E5-B2EC1D72B03E
Q111481667,Marcela Antola,,,Q44762,Provincia de Entre Ríos,2021-12-10,,Q111481667-42757300-A88B-42DF-8333-4E2A30E42726
Q111481668,Marcela Inés Coli,,,Q44795,Provincia de La Pampa,2021-12-10,,Q111481668-4F509F32-472D-40B7-AC42-973ED93DF0CC
Q111481669,Marcos Gustavo Carasso,,,Q44759,Provincia de Córdoba,2021-12-16,,Q111481669-5288A0FF-A0A6-435E-8F62-191571E379E6
Q111481670,Marilú Quiroz,,,Q44757,Provincia del Chaco,2021-12-10,,Q111481670-013F7E89-9225-48F6-8C6A-F0A8368047CF
Q111481671,Martín Arjol,,,Q44798,Provincia de Misiones,2021-12-10,,Q111481671-BC0A3E58-1B38-41D2-B824-4530F3F16749
Q111481672,María Eugenia Alianello,,,Q45007,Provincia del Chubut,2021-12-10,,Q111481672-38556111-2F5E-4858-9EB4-EF4F44888635
Q111481673,María José Zanglá Urteaga,,,Q44818,Provincia de San Luis,2021-12-10,,Q111481673-FCE9ED3C-2466-4418-A88E-C46F5330252E
Q111481674,María Liliana Paponet,,,Q44797,Provincia de Mendoza,2021-12-10,,Q111481674-27F8674C-DAD9-4F6C-A02D-28012CE0C04E
Q111481675,María Luisa Chomiak,,,Q44757,Provincia del Chaco,2021-12-10,,Q111481675-23210A4B-C8F7-42DF-BE12-4B369AEE8285
Q111481676,María Sotolano,,,Q44754,Provincia de Buenos Aires,2021-12-10,,Q111481676-DF4F027F-9604-4191-BA23-A7A071420B67
Q111481677,María Victoria Borrego,,,Q44754,Provincia de Buenos Aires,2021-12-10,,Q111481677-077828CB-0D4B-49C9-9E7E-B78097FBDD70
Q111481678,María Victoria Tejeda,,,Q44823,Provincia de Santa Fe,2021-12-10,,Q111481678-85CD38C8-23E7-4459-A503-F69DFC58EC01
Q111481679,Matías Taccetta,,,Q45007,Provincia del Chubut,2021-12-16,,Q111481679-63AF0835-FAF1-4F80-A956-4928BFA7844F
Q111481680,Natalia Marcela Souto,,,Q44754,Provincia de Buenos Aires,2021-10-26,,Q111481680-737AE6B2-BCA7-445B-861C-5ABBEEE6459F
Q111481681,Natalia de la Sota,,,Q44759,Provincia de Córdoba,2021-12-10,,Q111481681-CDC48295-2BFF-4F53-BD39-0A5CA1918B3F
Q111481682,Nilda Moyano,,,Q44827,Provincia de Santiago del Estero,2021-12-16,,Q111481682-81C89335-1C82-43F9-9A49-9E2DF79197CE
Q111481683,Pablo Cervi,,,Q44800,Provincia de Neuquén,2021-12-10,,Q111481683-143382B6-5EA4-45C2-BC3C-809B92CEA9A6
Q111481684,Pedro Jorge Galimberti,,,Q44762,Provincia de Entre Ríos,2021-12-10,,Q111481684-5B21F0FD-4B9F-47DC-A6F9-9A57E7BDFC88
Q111481685,Roberto Antonio Sánchez,,,Q44829,Provincia de Tucumán,2021-12-10,,Q111481685-13B55F71-EF31-4F3D-B4A5-467026A5F9F7
Q111481686,Rogelio Iparraguirre,,,Q44754,Provincia de Buenos Aires,2021-12-10,,Q111481686-4585ECD8-1118-42BF-A3A1-22A8E1CE34C0
Q111481687,Rossana Elena Chahla,,,Q44829,Provincia de Tucumán,2021-12-10,,Q111481687-6F87DA49-4A6C-4746-9FF5-3F4C18374896
Q111481688,Sabrina Ajmechet,,,Q1486,Buenos Aires,2021-12-10,,Q111481688-F58CF82C-16CE-4263-AC06-EE2F0C0DECB6
Q111481689,Sergio Omar Palazzo,,,Q44754,Provincia de Buenos Aires,2021-12-10,,Q111481689-3B330DE3-05EF-4A0F-A38A-F5ECFE2852D9
Q111481690,Susana Alicia Laciar,,,Q44805,Provincia de San Juan,2021-12-10,,Q111481690-BB715FE8-A31F-43EB-9C43-98057400AA32
Q111481691,Tanya Yanet Bertoldi,,,Q44800,Provincia de Neuquén,2021-12-10,,Q111481691-005ADF43-6F45-4FF6-87C3-ED277666A391
Q111481692,Tomás Ledesma,,,Q44762,Provincia de Entre Ríos,2021-12-10,,Q111481692-4D92AE23-16AC-413E-B849-1807B639635A
Q111481693,Varinia Lis Marín,,,Q44795,Provincia de La Pampa,2021-12-10,,Q111481693-31E59521-94E2-47FB-B869-E06155E91479
Q111481694,Álvaro Fernando Martínez,,,Q44797,Provincia de Mendoza,2021-12-10,,Q111481694-9C4C4E56-21D0-4AD2-91B9-E06653A823D8
Q111481948,Eduardo Toniolli,,,Q44823,Provincia de Santa Fe,2021-12-10,,Q111481948-B78AAAC9-6788-4A1D-9269-592404EADC4A
Q11184187,Rogelio Frigerio,,,Q44762,Provincia de Entre Ríos,2021-12-16,,Q11184187-C6D18069-568B-4165-B9D5-F83F8FDDD92D
Q11682640,Hugo Rubén Yasky,,,Q44754,Provincia de Buenos Aires,2021-12-10,,Q11682640-28772A67-A794-4683-9BB6-B50C8390F3C4
Q15702157,Nicolás del Caño,,,Q44754,Provincia de Buenos Aires,2021-12-10,,Q15702157-B91F8192-8952-43E9-ADAB-84699711860A
Q15714675,Cristian Adrián Ritondo,,,Q44754,Provincia de Buenos Aires,2019-12-10,,Q15714675-AF464B86-F255-4B0A-B540-96E1BB4308D4
Q15719117,Máximo Carlos Kirchner,,,Q44754,Provincia de Buenos Aires,2019-12-10,,Q15719117-A41D131B-3FAA-4EC2-81FF-179FB6093182
Q16297791,Rosana Andrea Bertone,,,Q44832,"Provincia de Tierra del Fuego, Antártida e islas del Atlántico Sur",2019-12-10,,Q16297791-347C7F07-6F9B-4264-8F8A-763A7C55D7E5
Q16301016,Facundo Manes,,,Q44754,Provincia de Buenos Aires,2021-12-10,,Q16301016-8F40FBC0-BC01-427B-B778-6A46FC857C6B
Q16301672,Mario Raúl Negri,,,Q44759,Provincia de Córdoba,2019-12-10,,Q16301672-98EA95C3-5DC8-4810-ABA6-B0F3BA5DB76E
Q16617179,Paula Andrea Penacca,,,Q1486,Buenos Aires,2019-12-10,,Q16617179-65E5D035-4456-4B54-AD91-3E02BB28F100
Q17477925,Miguel Ángel Bazze,,,Q44754,Provincia de Buenos Aires,2019-12-10,,Q17477925-66999B0D-166F-4F03-8E7C-13DF4CBD7527
Q17624215,Pablo Gabriel Tonelli,,,Q1486,Buenos Aires,2019-12-10,,Q17624215-60831F6B-E7DD-46C2-B8E2-B1CB790CD7FD
Q18711856,Adolfo Bermejo,,,Q44797,Provincia de Mendoza,2021-12-10,,Q18711856-155DFCE1-D0E9-40B0-B30F-0957DF239690
Q18711912,Hilda Clelia Aguirre de Soria,,,Q44796,Provincia de La Rioja,2019-12-10,,Q18711912-D2F8CE7F-34A8-404F-9B7E-0A2B84A76F9F
Q18756543,Mabel Luisa Caparrós,,,Q44832,"Provincia de Tierra del Fuego, Antártida e islas del Atlántico Sur",2019-12-10,,Q18756543-4CDDF16B-8290-4A2B-A942-389DDBA22584
Q19521806,Daniel Gollán,,,Q44754,Provincia de Buenos Aires,2021-12-10,,Q19521806-afa52f9c-47b6-62c1-6351-1b9e9b85547e
Q20018279,Rodrigo de Loredo,,,Q44759,Provincia de Córdoba,2021-12-10,,Q20018279-5F68883F-8554-4DA7-8B9A-00C91C6D4958
Q20969944,Sergio Guillermo Casas,,,Q44796,Provincia de La Rioja,2019-12-10,,Q20969944-157772AF-BBDB-4540-A89A-C6705237A679
Q21601187,Gustavo Santos,,,Q44759,Provincia de Córdoba,2021-12-10,,Q21601187-A9F47D69-3ADD-4894-AE71-D64D163B2C4C
Q21614815,Emilio Monzó,,,Q44754,Provincia de Buenos Aires,2021-12-10,,Q21614815-2ea957b8-486d-5418-d843-f31c994167e5
Q21662521,Omar Bruno De Marchi,,,Q44797,Provincia de Mendoza,2019-12-10,,Q21662521-A92F206F-2B4D-4510-A6F3-063D29458701
Q21855237,Ana Carla Carrizo,,,Q1486,Buenos Aires,2021-12-10,,Q21855237-EF5A8347-D6F4-4623-BEED-052B01AA4CC9
Q21856053,Karina Verónica Banfi,,,Q44754,Provincia de Buenos Aires,2019-12-10,,Q21856053-AA41E723-FDFB-4E27-9EC2-6E7CC01098CA
Q21856061,María Cristina Brítez,,,Q44798,Provincia de Misiones,2019-12-10,,Q21856061-ADD62B7E-4AAB-4162-8F35-7DB44EA4246F
Q21856084,Nilda Mabel Carrizo,,,Q44829,Provincia de Tucumán,2019-12-10,,Q21856084-B9729FB2-03B4-411D-A685-9535526EF9E3
Q21856085,María Soledad Carrizo,,,Q44759,Provincia de Córdoba,2021-12-10,,Q21856085-C64D2AB3-9ADC-4244-BFBE-AD02D261F829
Q21856086,Graciela María Caselles,,,Q44805,Provincia de San Juan,2019-12-10,,Q21856086-60CB045B-FE7D-4757-84B3-F329E1408BEB
Q21856090,Marcos Cleri,,,Q44823,Provincia de Santa Fe,2019-12-10,,Q21856090-2665E2DF-B3BF-45CB-A22B-F956B20032E8
Q21856142,Ana Carolina Gaillard,,,Q44762,Provincia de Entre Ríos,2021-12-10,,Q21856142-E12DF3E5-8F70-493F-8824-8812DDD1CF63
Q21856148,Álvaro Gustavo González,,,Q1486,Buenos Aires,2019-12-10,,Q21856148-776BC337-A811-4B73-9B87-4DCF37CC56FB
Q21856151,Leonardo Grosso,,,Q44754,Provincia de Buenos Aires,2019-12-10,,Q21856151-381CB53F-C9AF-483D-A4D3-FC440A181C34
Q21856159,Santiago Nicolás Igon,,,Q45007,Provincia del Chubut,2019-12-10,,Q21856159-2712B4DA-C5B7-4A2D-8C73-3F2B9ABF5DFB
Q21856172,Luciano Andrés Laspina,,,Q44823,Provincia de Santa Fe,2021-12-10,,Q21856172-2B5472B0-5133-4CA4-B0CC-C1CD9F8C596C
Q21856177,Silvia Gabriela Lospennato,,,Q44754,Provincia de Buenos Aires,2019-12-10,,Q21856177-D49F6DFE-4FB4-475E-BA7A-D7AA9D34B922
Q21856186,Leonor María Martínez Villada,,,Q44759,Provincia de Córdoba,2019-12-10,,Q21856186-C1A015D1-4857-4C81-BAC6-ADD726501AF6
Q21856188,María Lucila Masin,,,Q44757,Provincia del Chaco,2019-12-10,,Q21856188-E3AD28A0-FB1C-4B70-B2B2-67883F2462BD
Q21856189,Vanesa Laura Massetani,,,Q44823,Provincia de Santa Fe,2019-12-10,,Q21856189-34E94F79-6AE4-4677-8C72-8B78085B1538
Q21856214,Cecilia Moreau,,,Q44754,Provincia de Buenos Aires,2019-12-10,,Q21856214-E753DF04-B897-483F-99E4-E147580F43B8
Q21856216,Miguel Nanni Valero,,,Q44803,Provincia de Salta,2019-12-10,,Q21856216-DA3E1E34-7826-4DEE-915B-2FFCE6A58143
